Domain,Team_Size,Project_Number,Project_Title,Difficulty,Research_Question,Approach_Methodology,Required_Skills,Dataset_Suggestions,Timeline_Summary,Deliverables,Target_Conferences,Expected_Acceptance_Rate,Key_Papers,Potential_Challenges,Why_Publishable
Law,Solo,1,Classifying Legal Case Outcomes from Short Case Summaries,Intermediate,How accurately can transformer-based models predict simple binary outcomes from short case summaries?,"Use open legal case datasets; fine-tune small transformers; compare to classic NLP baselines","Python, NLP, Transformers","Case outcome datasets from legal NLP repositories (ECtHR, US court datasets)","1-2: Review; 3-4: Data prep; 5-7: Modeling; 8-9: Ablations; 10: Analysis; 11-12: Writing","Models, performance tables, 4-6 page paper","ICAIL; JURIX; JURIX AI for Access to Justice workshop",35-50%,"Prior case outcome prediction studies","Class imbalance and domain shift; Ethical framing of predictive tasks",Builds on classic AI&Law problem with modern NLP methods
Law,Solo,2,Automatic Detection of Contract Clauses Related to Data Privacy,Intermediate,Can ML models reliably identify and categorize data privacy clauses in consumer contracts?,"Use public contract corpora; annotate or use existing labels for privacy-related clauses; train classifiers","Python, NLP, text classification","Contracts from CUAD or similar datasets","Standard solo timeline","Clause classifier, error analysis, 4-6 page paper","ICAIL/JURIX workshops; Legal tech/contract analytics venues",35-50%,"CUAD and contract understanding papers","Ambiguous clause boundaries; Limited labeled data",High relevance to privacy and consumer protection for AI&Law community
Law,Solo,3,Citation Network Analysis of Supreme Court Decisions,Intermediate,"What network centrality patterns emerge in Supreme Court citation networks, and how do they relate to case importance?","Build citation graph; compute centrality metrics; correlate with known importance proxies","Python, networkx, basic graph analysis","Supreme Court opinions and citation data (CourtListener)","Standard solo timeline","Graphs, centrality analyses, visualizations, 4-6 page paper","ICAIL/JURIX poster sessions; Computational legal studies workshops",40-50%,"Legal citation network studies","Data cleaning and resolving citations; Interpreting centrality meaningfully",Offers empirical insights combining network science and law
Law,Solo,4,Detecting Legislative Topics with Unsupervised Topic Models,Intermediate,"How coherent and useful are unsupervised topic models when applied to legislative bills, and which modeling choices matter most?","Apply LDA and newer topic models (BERTopic) to bills; evaluate topic coherence and interpretability","Python, NLP, topic modeling","U.S. state or federal bills (GovTrack or state portals)","Standard solo timeline","Topics, evaluation metrics, 4-6 page paper","Computational social science & law workshops; JURIX workshops",35-50%,"Topic modeling in legislative studies","Preprocessing long bills; Evaluating interpretability",Combines law and NLP with unsupervised methods for poster/workshop formats
Law,Solo,5,Bias Analysis in Legal Language Models using Hypothetical Scenarios,Advanced,What types of demographic or outcome bias appear in legal-domain language models when queried with controlled hypothetical scenarios?,"Design templated prompts varying demographic attributes; query legal-domain LMs; analyze output differences statistically","Python, LLM APIs/open models, statistics, basic fairness concepts","Legal-domain LMs; hypothetical prompts","Standard solo timeline","Prompt suite, bias metrics, 6-8 page paper","JURIX AI for Access to Justice workshop; ICAIL workshops; IEEE technology & society venues",35-45%,"Bias in NLP/LLMs; AI ethics in law papers","Careful ethical framing; Designing rigorous prompts and metrics",Highly topical intersection of fairness/LLMs/law matching workshop themes
Law,Pair,1,Predicting Appeal Success from Lower Court Opinions,Advanced,Can ML models predict whether a lower-court decision will be reversed or affirmed on appeal based on the original opinion text?,"Collect lower-appellate paired opinions; train text classifiers; evaluate predictive accuracy","Python, NLP, some legal understanding","CourtListener or similar appellate datasets","Standard pair timeline","Classifiers, analysis, 6-8 page paper","ICAIL/JURIX",35-45%,"Prior appeal prediction work in AI&Law","Class imbalance (most appeals lose); Complex causal structure",Extends established AI&Law topic with modern NLP
Law,Pair,2,Named Entity Recognition and Normalization for Legal Actors and Institutions,Intermediate-Advanced,How well can domain-adapted NER models identify and normalize legal actors in legal texts?,"Fine-tune legal NER; build gazetteer-based normalization; evaluate on annotated subset","Python, NER, regex/gazetteers, some legal domain familiarity","Open legal corpora (opinions, statutes) plus small manual annotations","Standard pair timeline","NER models, normalization pipeline, 6-8 page paper","ICAIL/JURIX workshops",40-50%,"Legal NER studies","Annotation effort; Ambiguous entity names",NER is core enabling task in legal NLP with clear practical utility
Law,Pair,3,Automated Classification of Court Opinions by Legal Issue,Intermediate,How accurately can ML classify court opinions into high-level legal issue categories using full text vs headnotes only?,"Use labeled corpora; compare full-text vs summary-based models; analyze confusion","Python, text classification","Case datasets with labeled issue areas from open legal corpora","Standard pair timeline","Classification models, error analysis, 6-8 page paper","AI&Law conferences (ICAIL/JURIX)",35-50%,"Issue classification work","Multi-label classification; Overlapping issue categories",Straightforward but central AI&Law problem
Law,Pair,4,Temporal Analysis of Legislative Language on Technology and Privacy,Intermediate,How has legislative language about technology and privacy evolved over time across different jurisdictions?,"Collect bills/acts over time; use keyword search and embeddings; analyze topic shifts and sentiment","Python, NLP, basic time-series and visualization","Legislative text from multiple years via government portals","Standard pair timeline","Temporal language analyses, figures, 6-8 page paper","JURIX AI & Tech workshops; IEEE ISTAS",35-50%,"Computational legal studies of legislative corpora","Cross-jurisdiction comparability; Topic drift",Strong tech-and-society angle with clear methodology
Law,Pair,5,Evaluating Readability and Accessibility of Consumer-Facing Legal Documents,Intermediate,"How readable and accessible are consumer-facing legal documents, and can ML help flag especially difficult sections?","Compute readability metrics and train models to predict difficulty; identify problematic regions","Python, NLP, readability metrics, basic stats","Collections of ToS/privacy policies from websites/apps","Standard pair timeline","Readability assessment toolkit, analyses, 6-8 page paper","JURIX AI for Access to Justice; ICAIL workshops; IEEE ISTAS",40-50%,"Studies on legal document readability","Identifying relevant user-facing sections; Balancing metrics and interpretation",Access-to-justice and usability of legal texts are hot topics in AI&Law
Law,4-person,1,Large-Scale Benchmark of Legal Text Classification Tasks,Advanced,"Across multiple legal classification tasks, how do classic ML and transformers compare under unified evaluation?","Build multi-task benchmark; train models; compare","Python, NLP, experiment design","Several labeled legal corpora (issue, court level, outcome)","1-2: Scoping/tasks; 3-4: Data integration; 5-7: Baselines & transformers; 8-9: Ablations; 10: Analysis; 11-12: Writing","Legal ML benchmark, 8-10 page paper","ICAIL main/workshop tracks; JURIX",35-45%,"Legal NLP benchmark papers","Harmonizing label schemes; Compute for multiple tasks",Contributes foundational benchmark infrastructure for legal NLP
Law,4-person,2,Explainable Legal Text Classification with Case-Based Reasoning,Advanced,Can retrieval-based case-based explanations improve user understanding of legal text classification decisions?,"Combine classifier with retrieval of similar cases; conduct qualitative explanation analysis (expert analysis only)","Python, NLP, retrieval (FAISS)","Legal case corpora with labels","Standard 4-person timeline","Hybrid model, explanation examples, 8-10 page paper","ICAIL/JURIX explainable AI in law tracks",35-50%,"Explanation and CBR in AI&Law","Good similarity measures; Avoiding hallucinated explanations",Ties XAI to concrete legal tasks - priority area in AI&Law
Law,4-person,3,Comparative Study of Legal Summarization Approaches,Advanced,"How do extractive vs abstractive summarization methods perform on legal decisions, and what trade-offs exist?","Use public legal summaries; train/benchmark systems; evaluate with automatic metrics and manual spot checks (no IRB)","Python, summarization, evaluation metrics","Opinions with official headnotes/summaries from open corpora","Standard 4-person timeline","Summarization benchmark, analyses, 8-10 page paper","ICAIL/JURIX workshops; NLP-for-law workshops",35-45%,"Legal summarization literature","Evaluating faithfulness; Handling very long inputs",Summarization is central legal NLP use case; comparative studies in demand
Law,4-person,4,Topic and Sentiment Analysis of Public Comments on Regulatory Proposals,Intermediate-Advanced,"What topics and sentiment patterns appear in public comments on major regulatory proposals, and how do they vary?","Collect public comments from major rulemakings; run topic modeling and sentiment classification; analyze distributions","Python, NLP, topic modeling, basic statistics","Public comment dockets (regulations.gov)","Standard 4-person timeline","Topic/sentiment analyses, visualizations, 8-10 page paper","Computational social science and law venues; JURIX AI for Access to Justice",35-50%,"Studies on public comments and regulatory participation","Noisy long comments; Stakeholder classification",Strong civic-tech angle; leverages publicly available text corpora
Law,4-person,5,Graph Analysis of Statutory Citation Networks Across Jurisdictions,Advanced,How do statutory citation networks differ across jurisdictions in terms of modularity/centralization/cross-reference patterns?,"Build statute citation graphs for 2-3 jurisdictions; compute network metrics; compare","Python, networkx, some legal domain understanding","Statutory texts & citations (US Code, EU directives)","Standard 4-person timeline","Comparative network analyses, figures, 8-10 page paper","ICAIL/JURIX; Computational legal studies workshops",35-50%,"Statutory network analysis literature","Parsing citation formats across jurisdictions; Normalizing references",Purely data- and network-based legal analysis well aligned with AI&Law interests
Law,6-person,1,Comprehensive Legal NLP Benchmark Suite for Multiple Tasks,Advanced,How do NLP models perform across a wide range of legal tasks under unified evaluation protocols?,"Collect diverse legal NLP tasks; standardize train/test splits; benchmark multiple models; release suite","Python, NLP, project coordination","Multiple legal NLP task datasets","1-2: Task selection & data inventory; 3-5: Data cleaning & splits; 6-8: Model training & evaluation; 9-10: Analysis & documentation; 11-12: Writing","Legal NLP benchmark suite, code, 10-12 page paper","ICAIL (main); JURIX",30-45%,"Legal NLP benchmarks","Data licensing and anonymization; Compute",Infrastructure-type contribution very attractive to AI&Law community
Law,6-person,2,LLM-Assisted Legal Drafting Evaluation (Template-Based),Advanced,How do LLM-generated contract clauses compare to standard templates in terms of length/coverage/formal properties?,"Use standard contract templates; prompt LLMs to generate alternatives; compare linguistically and via simple checklists (no human subjects)","Python, LLM APIs, contract analysis understanding","Public contract templates and sample clauses","Standard 6-person timeline","Generation + evaluation framework, analyses, 10-12 page paper","ICAIL/JURIX workshops on AI drafting; IEEE ISTAS",35-45%,"LLMs in legal drafting papers","Preventing hallucinations; Designing meaningful automatic metrics",Highly topical and practical; clear legal-tech impact
Law,6-person,3,Global Comparative Study of Court Opinion Readability and Structure,Advanced,"How do opinion length, structure, and readability vary across courts in different countries?","Collect corpora for several high courts; compute readability & structural metrics; analyze trends","Python, NLP, statistics, legal research skills","Opinions from multiple jurisdictions via open portals","Standard 6-person timeline","Comparative analyses, visualizations, 10-12 page paper","JURIX; ICAIL workshops; IEEE ISTAS",35-50%,"Prior readability analyses in law","Data normalization across countries; Translation issues",Strong comparative law + NLP angle; high interest to AI&Law and legal scholars
Law,6-person,4,Detecting Inconsistencies and Cross-References in Large Statutory Codes,Advanced,Can static analysis and NLP detect potential inconsistencies or problematic cross-references in large statutory codes?,"Parse statutes; build cross-reference graphs; use heuristics/ML to flag potential issues for illustrative analysis","Python, parsing, graph analysis, NLP","US Code/EU legislation corpora","Standard 6-person timeline","Tools, case studies, 10-12 page paper","ICAIL/JURIX",35-45%,"Work on statutory analysis and consistency checking","Complexity of legal cross-references; Avoiding overclaiming about errors",Offers technical tool and methodology for supporting legislative drafting
Law,6-person,5,AI for Access to Justice: Triage of Simple Legal Questions into Self-Help Resources,Advanced,"How accurately can ML systems route short legal questions to appropriate self-help resource categories, and what errors are most concerning?","Use curated Q-A pairs from public legal help websites; train classifiers; analyze misrouting risks; no direct user-facing deployment","Python, NLP, classification, fairness/ethics awareness","Public FAQs and Q-A resources from legal aid sites","Standard 6-person timeline","Triage model, risk analysis, 10-12 page paper","JURIX AI for Access to Justice workshop; ICAIL workshops; IEEE ISTAS",40-50%,"AI and access to justice literature","Labeling/categories definition; Sensitivity of misclassification",Directly aligned with access-to-justice goals; strong societal resonance
Business,Solo,1,Retail Demand Forecasting with Classical vs Deep Models,Intermediate,"For short-term retail demand forecasting, how do classical time-series models compare to tree-based and simple deep learning models?","Use public retail sales data, build forecasting pipelines with classical and ML models, evaluate across multiple forecast horizons and product categories","Python, pandas, statsmodels/Prophet, scikit-learn, basic PyTorch/Keras, time-series evaluation","Kaggle M5 Forecasting; UCI Online Retail; Favorita Grocery Sales; US Census/FRED retail sales","1-2: Lit review & setup; 3-4: Data cleaning & feature engineering; 5-6: ARIMA/Prophet baselines; 7-8: XGBoost & LSTM/TCN; 9: Compare horizons & segments; 10: Robustness; 11-12: Write paper","Forecasting codebase, trained models, error comparison plots, 4-6 page paper","Day for Data (Virginia Tech); UC Analytics conferences; Data science conferences; IEEE ICDM UGHS",35-50%,"M5 competition summary; Prophet paper; Retail demand forecasting surveys","Large dataset requires downsampling; Managing evaluation fairly across SKUs",Careful cross-family comparison on real retail data with clear practitioner implications
Business,Solo,2,Fair and Interpretable Credit Default Prediction,Intermediate-Advanced,How do different ML models for credit default prediction trade off accuracy/interpretability/fairness across demographic groups?,"Train baseline and complex models on public credit datasets, evaluate performance and fairness metrics, apply SHAP/LIME for interpretability","Python, scikit-learn, basic fairness metrics, SHAP/LIME, statistics","UCI German Credit; Kaggle Give Me Some Credit; Home Credit Default Risk (subset)","1-2: Review credit scoring & fairness; 3-4: Data cleaning & baseline models; 5-6: Complex models; 7-8: Fairness metrics & attribution; 9: Sensitivity analysis; 10: Summarize trade-offs; 11-12: Write","Credit scoring models, fairness analysis, interpretability plots, 6-8 page paper","Business analytics/risk analytics events; Fairness/responsible AI workshops; IEEE ICDM UGHS",35-45%,"Fairness in ML overview papers; Credit scoring ML surveys; SHAP paper","Limited demographic information; Avoid overstating normative conclusions",Tackles visible applied problem combining accuracy/interpretability/fairness
Business,Solo,3,Stock Index Movement Prediction with Robust Baselines,Intermediate,How do simple baseline strategies compare to ML models for short-horizon stock index movement prediction?,"Use daily index data and macro/technical features to build binary up/down prediction model; evaluate out-of-sample vs naive baselines","Python, pandas, scikit-learn, basic time-series & finance","Yahoo Finance/Stooq historical index data; FRED macro variables; Kaggle financial time series","1-2: Review literature & gather data; 3-4: Feature engineering; 5-6: Logistic & tree-based models; 7-8: LSTM model; 9: Robustness checks; 10: Economic vs statistical significance; 11-12: Write","Benchmark of simple vs ML approaches, evaluation over multiple windows, 4-6 page paper","Finance and ML workshops; Business analytics conferences; IEEE ICDM UGHS",35-45%,"Surveys on ML in finance/stock prediction; Papers critiquing predictive ability","Data snooping bias; Small true signal requires careful evaluation",Disciplined baseline-focused study clarifying what's achievable with ML on index data
Business,Solo,4,Aspect-Based Sentiment Analysis of Product Reviews for Marketing Insights,Intermediate,"How accurately can ML models extract aspect-specific sentiments from product reviews, and which modeling strategies are most effective?","Use open aspect-based sentiment datasets; fine-tune transformer models for aspect extraction and sentiment classification; compare to baselines","Python, NLP, Transformers, data labeling","SemEval aspect-based sentiment datasets; Amazon review datasets; Yelp restaurant reviews","1-2: Review ABSA & select dataset; 3-4: Data cleaning & define aspects; 5-7: Implement baseline & transformer models; 8-9: Error analysis; 10: Visualization; 11-12: Write","ABSA model, aspect-level sentiment dashboards, 4-6 page paper","Marketing analytics and text analytics tracks; NLP sentiment/opinion mining workshops",35-50%,"SemEval ABSA task overview; Transformer-based ABSA models","Domain shift across products; Capturing implicit aspects",Clear business use case (actionable marketing insight) plus established research subfield
Business,Solo,5,Small-Scale Recommender System Benchmark for E-Commerce,Intermediate,"On medium-sized recommendation datasets, how do classical collaborative filtering approaches compare to simple neural recommenders?","Use public user-item interaction data; implement baseline methods and simple neural recommenders; evaluate top-N recommendation quality and coverage","Python, recommender systems basics, PyTorch or TensorFlow","MovieLens 1M or 10M; Amazon product review datasets; Goodbooks-10K","1-2: Learn recommender fundamentals; 3-4: Data prep; 5-6: Classical baselines (MF, kNN); 7-8: Simple neural CF; 9: Evaluate accuracy/diversity/cold-start; 10: Analyze trade-offs; 11-12: Write","Recommender benchmark scripts, metrics tables, 4-6 page paper","Recommender systems/personalization tracks; Business analytics customer analytics events",35-50%,"Matrix Factorization Techniques (Koren et al.); Neural collaborative filtering papers","Managing evaluation metrics correctly; Avoiding overly complex models",Well-documented small-scale benchmark useful for educators and practitioners
Business,Pair,1,Credit Card Fraud Detection – Supervised vs Unsupervised Approaches,Intermediate-Advanced,"On heavily imbalanced transaction datasets, how do unsupervised anomaly detection methods compare with supervised ML for fraud detection?","Use open credit card fraud datasets; implement supervised and unsupervised/anomaly methods; compare under varying label availability","Python, scikit-learn, anomaly detection, imbalanced learning","Kaggle Credit Card Fraud Detection; Other anonymized transactional datasets","1-2: Read fraud detection & imbalanced learning; 3-4: Data cleaning & feature engineering; 5-6: Supervised baselines; 7-8: Unsupervised/anomaly & semi-supervised; 9: Compare for different labeled fractions; 10: Robustness; 11-12: Write","Fraud detection benchmark, scripts, ROC/PR curves, 6-8 page paper","Finance/business analytics conferences; Security/fraud detection workshops; IEEE ICDM UGHS",35-50%,"Surveys on fraud detection with ML; Isolation Forest/anomaly detection papers","Severe imbalance requires appropriate metrics; Risk of overfitting to synthetic patterns",Provides concrete guidance on when to prefer supervised vs unsupervised ML in fraud scenarios
Business,Pair,2,Dynamic Pricing Simulation with Contextual Bandits,Advanced,"In a simulated e-commerce setting, how do contextual bandit algorithms compare to static pricing rules in revenue and regret?","Construct pricing simulator using historical demand curves; implement bandit algorithms (LinUCB, Thompson Sampling); compare to static/heuristic pricing","Python, bandit algorithms, basic microeconomics, simulation design","Historical e-commerce/airline/hotel pricing data; Synthetic environment calibrated from demand studies","1-2: Read dynamic pricing & bandit literature; 3-4: Design & implement pricing simulator; 5-7: Implement bandit algorithms & baselines; 8-9: Run experiments across demand regimes; 10: Analyze regret/revenue/sensitivity; 11-12: Write","Dynamic pricing simulator, bandit benchmark, 6-8 page paper","Operations research/analytics conferences with revenue management; Business analytics events; RL/bandit workshops",35-45%,"Contextual bandits overview; Academic dynamic pricing studies","Designing realistic yet simple simulators; Avoiding overly complex models",Connects theoretically rich area (bandits) to standard business problem via transparent simulation
Business,Pair,3,Telecom/Subscription Churn Prediction with Feature vs AutoML Approaches,Intermediate,How much incremental gain does careful human-crafted feature engineering provide over automated feature/model selection in subscription churn prediction?,"Use churn datasets; one pipeline emphasizes domain-inspired feature engineering; another relies on AutoML tools; compare performance and interpretability","Python, scikit-learn/LightGBM, AutoML frameworks, basic business metrics","Telco Customer Churn dataset (Kaggle/IBM); Other subscription churn datasets","1-2: Review churn prediction & AutoML; 3-4: Data prep & baseline models; 5-7: Manual feature engineering & tuning; 8-9: AutoML experiments & comparison; 10: Interpretability & business impact; 11-12: Write","Two contrasting pipelines, performance comparison, 6-8 page paper","Business analytics/CRM and customer analytics venues; IEEE ICDM UGHS",35-50%,"Churn prediction ML surveys; AutoML in tabular domains","AutoML runtime on Colab; Ensuring fair comparison",Answers practical question for analytics teams: when is manual feature work worth it vs AutoML
Business,Pair,4,Volatility Forecasting and Value-at-Risk with Classical vs ML Models,Advanced,How do GARCH-type models compare to ML methods for volatility and Value-at-Risk forecasting on major financial indices?,"Model volatility and VaR using classical econometrics and ML; evaluate backtested VaR breaches and forecast accuracy","Python, econometrics basics (GARCH), ML, risk metrics","Daily returns for S&P 500/NASDAQ from Yahoo Finance; FRED macro variables (optional)","1-2: Study volatility modeling & VaR; 3-4: Gather & clean return series; 5-6: Implement GARCH & VaR backtests; 7-8: Implement ML models; 9: Compare on forecast & VaR metrics; 10: Robustness over time periods; 11-12: Write","Volatility/VaR benchmark, risk metric comparisons, 6-8 page paper","Quant finance/financial engineering workshops; Data science conferences with finance tracks",35-45%,"GARCH and VaR literature; ML for volatility forecasting","Correct implementation of VaR backtests; Efficient training of sequence models",Offers systematic comparison on core financial risk metrics beyond just predictive accuracy
Business,Pair,5,Uplift Modeling for Marketing Campaign Targeting,Advanced,How do uplift models compare to standard response models for deciding whom to target in a marketing campaign?,"Use public campaign or treatment/control datasets; build uplift models (T-learner, X-learner, uplift trees); compare to logistic regression on response; evaluate incremental lift","Python, causal inference basics, uplift modeling","Criteo uplift dataset; Public A/B test datasets; Simulated treatment/control data","1-2: Read uplift & causal inference; 3-4: Acquire/process/simulate data; 5-7: Implement response & uplift models; 8-9: Evaluate targeting policies & gains; 10: Sensitivity analyses; 11-12: Write","Uplift modeling code, policy evaluation, 6-8 page paper","Marketing science/analytics venues; Causal ML workshops",35-45%,"Uplift modeling survey; Causal forests/meta-learner approaches","Finding suitable treatment/control data; Correct evaluation of incremental lift",Uplift modeling is current hot topic in marketing analytics with clear business value
Business,4-person,1,Multi-Market Time-Series Forecasting Ensemble for Financial Indices and FX,Advanced,Can a unified ensemble approach across multiple markets yield robust generalizable short-term forecasts?,"Build ensemble forecasting framework that trains multiple model classes per series; compare single-series vs cross-series training","Python, time-series modeling, ensemble methods","Historical daily prices for indices + major FX pairs from Yahoo Finance; FRED macro variables","1-2: Scoping & data selection; 3-4: Data ingestion & unified preprocessing; 5-7: Implement model zoo & ensembling; 8-9: Run experiments across assets & horizons; 10: Analyze cross-market patterns; 11-12: Write & package","Multi-market forecasting toolkit, ensemble results, 8-10 page paper","Data science conferences with finance tracks; Business analytics events",35-45%,"Multi-series time-series forecasting literature; Ensembles in forecasting competitions","Efficient training across many series; Avoiding overfitting to specific markets",Provides practical generalizable toolkit for multi-asset forecasting
Business,4-person,2,Supply Chain Risk Modeling with Graph Neural Networks,Advanced,How well can GNNs identify vulnerable suppliers/nodes in supply chain networks compared to classical network metrics?,"Construct supply network graph; assign features; train GNNs to predict simulated disruption impact; compare to centrality-based heuristics","Python, PyTorch Geometric, basic supply chain concepts, graph analysis","Public supplier/customer networks; Synthetic networks calibrated using real-world distributions","1-2: Read supply chain risk & graph ML; 3-4: Build/gather network data & features; 5-7: Implement classical metrics & GNN models; 8-9: Simulate disruptions & evaluate; 10: Analyze patterns & propose indicators; 11-12: Write","Supply chain network dataset, GNN models, risk analysis, 8-10 page paper","Operations/supply chain analytics conferences; Business analytics events; Graph ML workshops",35-45%,"Supply chain network risk analysis; GNNs for graph classification/node ranking","Data realism vs privacy; Designing meaningful disruption scenarios",Intersects graph ML and high-profile business risk topic with clear practical framing
Business,4-person,3,Multi-Channel Marketing Attribution Using Sequence Models,Advanced,Can sequence models better capture user paths across channels and improve marketing attribution compared to last-click and heuristic models?,"Use multi-touch attribution datasets or simulate user journeys; model sequences of touchpoints; compare predicted conversion value allocations","Python, sequence modeling, marketing funnel concepts","Criteo or similar ad/clickstream datasets (subset); Synthetic user journey data","1-2: Review attribution & sequence models; 3-4: Data preprocessing into user sequences; 5-7: Implement baselines & sequence models; 8-9: Evaluate attribution quality; 10: Analyze channel value shifts; 11-12: Write","Attribution modeling framework, sequence models, 8-10 page paper","Marketing analytics/ad-tech conferences; Business analytics events",35-45%,"Multi-touch attribution models; Sequence modeling in marketing","Lack of ground-truth attribution labels; Evaluating models fairly",Marketing attribution is core business problem; sequence models relatively new in this space
Business,4-person,4,Explainable SME Credit Scoring Dashboards,Intermediate-Advanced,How can ML-based SME credit scoring models be presented via explainable dashboards understandable to non-technical stakeholders?,"Train credit scoring models on SME-like datasets; design interpretable outputs using SHAP/partial dependence; build simple dashboard/UI mock-up (no real deployment)","Python, ML for tabular data, SHAP, basic dashboarding (Plotly Dash/Streamlit)","Public SME/firm-level credit datasets; Synthetic SME data calibrated from real distributions","1-2: Review SME credit & explainability; 3-4: Data prep & baseline models; 5-6: Train final models & generate explanations; 7-8: Build prototype dashboard; 9-10: Internal heuristic evaluation; 11-12: Write","ML models, explainability workflows, dashboard prototype, 8-10 page paper","Business analytics and fintech events; Fair/transparent ML workshops",35-50%,"Credit scoring transparency/explainability; SHAP and model interpretation studies","Getting realistic SME-style data; Designing simple yet informative dashboards",Proposes concrete demonstrable artifact addressing transparency in credit decisions
Business,4-person,5,Learning Surrogate Models for Operations Scheduling Problems,Advanced,Can ML surrogates approximate objective functions of classic scheduling problems well enough to speed up heuristic search?,"Use benchmark scheduling instances; run solvers to generate training data; train ML models to predict objective values; integrate into simple search heuristic","Python, basic operations research, ML regression, simulation","Standard job-shop scheduling benchmarks (Taillard, OR-Library); Open-source solver outputs","1-2: Read scheduling & ML for combinatorial optimization; 3-4: Generate/collect labeled solution-objective pairs; 5-7: Train surrogate models & evaluate accuracy; 8-9: Integrate surrogate into heuristic & test; 10: Analyze trade-offs; 11-12: Write","Surrogate models, integrated heuristic, performance comparison, 8-10 page paper","Operations research/analytics conferences; AI for combinatorial optimization workshops",35-45%,"ML for combinatorial optimization overviews; Classic job-shop scheduling literature","Generating enough labeled examples; Ensuring surrogate improves speed meaningfully",Bridges OR and ML in clearly defined simulation-only setting
Business,6-person,1,End-to-End Backtesting Platform for ML-Based Trading Strategies,Advanced,"In historical backtests, how do simple ML-based trading signals compare to standard technical-rule baselines with realistic costs?","Build end-to-end backtesting framework; implement baseline strategies and ML-generated signals; evaluate risk-adjusted returns with slippage/cost models (no live trading)","Python, pandas, backtesting logic, ML for time-series, basic portfolio metrics","Daily price data for stocks/ETFs from Yahoo Finance; FRED macro variables","1-2: Scoping & roles; 3-4: Data pipeline & backtester; 5-7: Implement baseline & ML signals; 8-9: Run large backtest set; 10: Risk & robustness analysis; 11-12: Write","Backtesting platform, strategy analyses, 10-12 page paper","Quant finance/ML in finance workshops; Data science conferences with finance tracks",30-45%,"ML and backtesting best practices; Critiques of data-mined trading strategies","Avoiding overfitting/data snooping; Implementing realistic cost models",Provides educational but realistic framework for ML-based trading evaluation
Business,6-person,2,Location Intelligence – Linking Urban Mobility Data to Retail Sales Performance,Advanced,How strongly do patterns in aggregate mobility/foot-traffic data correlate with store-level or area-level retail sales over time?,"Combine open city mobility proxies with area-level retail indicators; train ML models to predict sales; analyze spatial/temporal patterns","Python, GIS, regression ML, basic spatial statistics","City open data portals for mobility/traffic; Government/aggregator retail sales by area","1-2: Data inventory & feasibility; 3-4: Data cleaning & spatial joins; 5-7: Feature engineering & model training; 8-9: Spatial & temporal error analysis; 10: Scenario-based analysis; 11-12: Write","Integrated dataset, predictive models, spatial visualizations, 10-12 page paper","Business analytics events; Smart cities/urban analytics conferences",35-45%,"Location intelligence and foot-traffic analytics; Urban mobility and retail research","Aligning data from different sources/granularities; Privacy-safe aggregation",Real-world location intelligence with strong interest from academia and industry
Business,6-person,3,Enterprise Accounting Anomaly Detection with Hybrid Rules + ML,Advanced,Can combining rule-based checks with ML-based anomaly detection significantly improve detection of unusual ledger entries?,"Use anonymized or synthetic accounting ledger data; implement rule-based tests and ML anomaly detectors; compare detection performance and false-positive rates","Python, anomaly detection, basic accounting concepts, simple rules engines","Public synthetic accounting datasets; Transactional datasets adapted to ledger structure","1-2: Lit review on forensic accounting & anomaly detection; 3-4: Data design/acquisition & rules implementation; 5-7: Implement ML anomaly models; 8-9: Compare hybrid vs standalone; 10: Analyze interpretability & false positives; 11-12: Write","Hybrid anomaly detection framework, evaluation, 10-12 page paper","Accounting analytics/audit analytics venues; Data science conferences with risk/fraud tracks; IEEE ICDM UGHS",35-45%,"Benford's Law applications; Anomaly detection in accounting","Getting realistic-enough data while respecting privacy; Evaluating true anomalies vs noise",Auditing/forensic analytics is growing subfield; hybrid ML+rules approaches highly relevant
Business,6-person,4,Causal Impact of Economic Policies Using Public Time-Series Data,Advanced,"Using public macroeconomic time series, what can causal inference methods tell us about the impact of a specific policy?","Use causal impact methods (synthetic control, DiD, Bayesian structural time series) on regional/country-level data; compare methods and robustness","Python/R, causal inference basics, time-series, economics intuition","FRED/FRED-MD macroeconomic datasets; BLS or OECD regional employment/wage data","1-2: Review causal inference & policy evaluation; 3-4: Define policy case & compile data; 5-7: Implement causal impact methods; 8-9: Robustness checks; 10: Interpret economic significance & limitations; 11-12: Write","Causal analysis pipeline, policy case study, 10-12 page paper","Computational social science and econ/ML workshops; IEEE ISTAS if emphasizing methodology",35-45%,"Synthetic control, DiD methodological papers; Causal impact applications in policy","Separating policy impact from confounders; Data limitations at regional level",Applies rigorous causal ML techniques to publicly visible policy questions using open data
